search_terms,n_results,date
mexico,4018,2021-01-02
Wellcome Research Institute,3220,2021-01-02
mexico,4018,2021-01-02
"""Durelli, Antonio.""",28,2021-01-02
mexico,4018,2021-01-02
mexico,4018,2021-01-02
Wellcome Research Institute,3220,2021-01-02
Dogs,2644,2021-01-02
mexico,4018,2021-01-02
mexico,4018,2021-01-02
mexico,4018,2021-01-02
mexico,4018,2021-01-02
mexico,4018,2021-01-02
mexico,4018,2021-01-02
mexico,4018,2021-01-02
mexico,4018,2021-01-02
mexico,4018,2021-01-02
mexico,4018,2021-01-02
"""Pregnancy: spells""",1,2021-01-02
mexico,4018,2021-01-02
mexico,4018,2021-01-02
mexico,4018,2021-01-02
mexico,4018,2021-01-02
mexico,4018,2021-01-02
"""Wellcome Images.""",5632,2021-01-02
mexico,4018,2021-01-02
"""Sexual intercourse.""",209,2021-01-02
mexico,4018,2021-01-02
mexico,4018,2021-01-02
mexico,4018,2021-01-02
Treasures,914,2021-01-02
"""Lady Hardinge Medical College and Hospital.""",19,2021-01-02
"""Lady Hardinge Medical College and Hospital.""",19,2021-01-02
New year ,5134,2021-01-02
"""Lakshmibai, Rani of Jhansi, 1828-1858.""",5,2021-01-02
"""Bisexual men.""",247,2021-01-02
"""Magdalen Hospital (London, England)""",48,2021-01-02
"""Lakshmibai, Rani of Jhansi, 1828-1858.""",5,2021-01-02
"""Milk.""",2184,2021-01-02
mexico,4018,2021-01-02
"""Lakshmibai, Rani of Jhansi, 1828-1858.""",5,2021-01-02
mexico,4018,2021-01-02
astronomy,2702,2021-01-02
"""Lakshmibai, Rani of Jhansi, 1828-1858.""",5,2021-01-02
"""Lakshmibai, Rani of Jhansi, 1828-1858.""",5,2021-01-02
"""Lakshmibai, Rani of Jhansi, 1828-1858.""",5,2021-01-02
"""Lakshmibai, Rani of Jhansi, 1828-1858.""",5,2021-01-02
"""Sydenham Teast Edwards""",27,2021-01-02
Jhansi ki Rani laxmi bai,0,2021-01-02
Rani laxmi bai,0,2021-01-02
mexico,4018,2021-01-02
"""Enema.""",397,2021-01-02
mexico,4018,2021-01-02
mexico,4018,2021-01-02
Jhansi ki Rani laxmi bai,0,2021-01-02
"""Lakshmibai, Rani of Jhansi, 1828-1858.""",5,2021-01-02
"""Sex.""",13662,2021-01-02
miner,1719,2021-01-02
"""A. Guillaume""",456,2021-01-02
"""Sexual intercourse.""",209,2021-01-02
"""Laudanum""",56,2021-01-02
Anecdotes of Medical Literature,6,2021-01-02
mexico,4018,2021-01-02
mexico,4018,2021-01-02
mushrooms,281,2021-01-02
mexico,4018,2021-01-02
mushrooms,131,2021-01-02
mushrooms,131,2021-01-02
mushrooms,131,2021-01-02
PLAGUE CROSS,66,2021-01-02
"""Coins and Medals""",259,2021-01-02
mushrooms,131,2021-01-02
"""Coins and Medals""",259,2021-01-02
"""Coins and Medals""",259,2021-01-02
 vintage,148,2021-01-02
 vintage,148,2021-01-02
mexico,4018,2021-01-02
 vintage,148,2021-01-02
art,23458,2021-01-02
mexico,4018,2021-01-02
"""Coins and Medals""",301,2021-01-02
art,4535,2021-01-02
mexico,4018,2021-01-02
mexico,4018,2021-01-02
art,4927,2021-01-02
art,7744,2021-01-02
art,4927,2021-01-02
"""Church officers.""",788,2021-01-02
mexico,4018,2021-01-02
"""Opium pipe""",16,2021-01-02
mexico,4018,2021-01-02
biology,8175,2021-01-02
biology,8175,2021-01-02
biology,5476,2021-01-02
biology,6018,2021-01-02
biology,5476,2021-01-02
biology,6018,2021-01-02
biology,6067,2021-01-02
biology,6114,2021-01-02
mexico,4018,2021-01-02
biology,6114,2021-01-02
biology,6114,2021-01-02
biology,5572,2021-01-02
mexico,4018,2021-01-02
biology,96,2021-01-02
biology,96,2021-01-02
mexico,4018,2021-01-02
mexico,4018,2021-01-02
mexico,4018,2021-01-02
Professional anecdotes of medical literature,2,2021-01-02
biology,96,2021-01-02
"""Kaolin.""",21,2021-01-02
"""A. Collette""",12,2021-01-02
biology,96,2021-01-02
biology,96,2021-01-02
"""A. Collette""",12,2021-01-02
short stumpy,4,2021-01-02
illustration,2938,2021-01-02
illustration,2938,2021-01-02
mexico,4018,2021-01-02
mexico,4018,2021-01-02
illustration,2938,2021-01-02
mexico,4018,2021-01-02
illustration,2938,2021-01-02
"""Laudanum""",56,2021-01-02
mushrooms,131,2021-01-02
mexico,4018,2021-01-02
mexico,4018,2021-01-02
mexico,4018,2021-01-02
mushrooms,131,2021-01-02
"""Male nude in art.""",155,2021-01-02
illustration,2938,2021-01-02
Professional anecdotes of medical literature,2,2021-01-02
illustration,2938,2021-01-02
"""Fungi - England.""",152,2021-01-02
fungi,816,2021-01-02
illustration,2938,2021-01-02
medical anecdotes,121,2021-01-02
illustration,2938,2021-01-02
illustration,2938,2021-01-02
butterflies,274,2021-01-02
butterflies,95,2021-01-02
butterflies,274,2021-01-02
illustration,2938,2021-01-02
"""Health Apps""",5,2021-01-02
"""Apps""",48,2021-01-02
illustration,2938,2021-01-02
butterflies,274,2021-01-02
butterflies,95,2021-01-02
"""Apps""",48,2021-01-02
anatomy,2712,2021-01-02
illustration,2938,2021-01-02
high tea,54,2021-01-02
opium wars,20,2021-01-02
illustration,2938,2021-01-02
illustration,2938,2021-01-02
illustration,2938,2021-01-02
illustration,2938,2021-01-02
"""Buttocks - Abnormalities.""",6,2021-01-02
illustration,2938,2021-01-02
medical anecdotes,121,2021-01-02
matisse,2,2021-01-02
art deco,3,2021-01-02
"""Sexual intercourse.""",209,2021-01-02
"""Pierre-Antoine Baudouin""",7,2021-01-02
"""Sexual intercourse.""",209,2021-01-02
medical anecdotes,121,2021-01-02
mexico,4018,2021-01-02
mexico,4018,2021-01-02
mexico,4018,2021-01-02
mexico,4018,2021-01-02
Flower,6129,2021-01-02
Flower,6129,2021-01-02
mexico,4018,2021-01-02
mexico,4018,2021-01-02
hamsasvarupa,12,2021-01-02
medical anecdotes,121,2021-01-02
Anatomy ,14530,2021-01-02
hamsasvarupa,12,2021-01-02
mexico,4018,2021-01-02
mexico,4018,2021-01-02
mexico,4018,2021-01-02
mexico,4018,2021-01-02
mexico,4018,2021-01-02
"""Opium poppy.""",70,2021-01-02
medical anecdotes,121,2021-01-02
mexico,4018,2021-01-02
mexico,4018,2021-01-02
mexico,4018,2021-01-02
medieval,5033,2021-01-02
mexico,4018,2021-01-02
mexico,4018,2021-01-02
mexico,4018,2021-01-02
"""Torture.""",512,2021-01-02
mexico,4018,2021-01-02
mexico,4018,2021-01-02
mexico,4018,2021-01-02
medical anecdotes,121,2021-01-02
mexico,4018,2021-01-02
mexico,4018,2021-01-02
mexico,4018,2021-01-02
medical anecdotes,121,2021-01-02
"""ERNEST BOARD""",86,2021-01-02
mexico,4018,2021-01-02
"""Human Genome Project.""",555,2021-01-02
mexico,4018,2021-01-02
mexico,4018,2021-01-02
"""Human Genome Project.""",555,2021-01-02
mexico,4018,2021-01-02
mexico,4018,2021-01-02
mexico,4018,2021-01-02
mexico,4018,2021-01-02
mexico,4018,2021-01-02
mexico,4018,2021-01-02
mexico,4018,2021-01-02
mexico,4018,2021-01-02
"""ERNEST BOARD""",86,2021-01-02
mexico,4018,2021-01-02
mexico,4018,2021-01-02
mexico,4018,2021-01-02
mexico,4018,2021-01-02
feminism,672,2021-01-02
feminism,672,2021-01-02
mexico,4018,2021-01-02
mexico,4018,2021-01-02
mexico,4018,2021-01-02
feminism,672,2021-01-02
feminism photography,2,2021-01-02
mexico,4018,2021-01-02
hamsasvarupa,12,2021-01-02
plants,11412,2021-01-02
medical anecdotes,121,2021-01-02
mexico,4018,2021-01-02
mexico,4018,2021-01-02
mexico,4018,2021-01-02
medical anecdotes,121,2021-01-02
mexico,4018,2021-01-02
mexico,4018,2021-01-02
mexico,4018,2021-01-02
Gregor Johann Mendel,10,2021-01-02
mexico,4018,2021-01-02
medical anecdotes,121,2021-01-02
Shiva,161,2021-01-02
mexico,4018,2021-01-02
mexico,4018,2021-01-02
medical anecdotes,121,2021-01-02
Shiva,161,2021-01-02
18,36193,2021-01-02
mexico,4018,2021-01-02
Shiva,161,2021-01-02
mexico,4018,2021-01-02
mexico,4018,2021-01-02
alchemical,712,2021-01-02
Shiva,161,2021-01-02
duluc,0,2021-01-02
goddess,408,2021-01-02
mexico,4018,2021-01-02
Shiva,161,2021-01-02
sacred geometry,3,2021-01-02
mexico,4018,2021-01-02
air,4738,2021-01-02
Shiva,161,2021-01-02
Shiva,161,2021-01-02
mexico,4018,2021-01-02
Shiva,161,2021-01-02
Shiva,161,2021-01-02
mexico,4018,2021-01-02
Shiva,161,2021-01-02
Shiva,161,2021-01-02
mexico,4018,2021-01-02
mexico,4018,2021-01-02
Shiva,161,2021-01-02
mexico,4018,2021-01-02
Shiva,161,2021-01-02
Shiva,161,2021-01-02
Shiva,161,2021-01-02
Shiva,161,2021-01-02
Shiva,161,2021-01-02
Shiva,161,2021-01-02
Gregor Johann Mendel,10,2021-01-02
"""Fratta, Domenico Maria""",5,2021-01-02
"""Chastity Belts""",25,2021-01-02
Theodor Schwann,28,2021-01-02
Theodor Schwann,28,2021-01-02
Theodor Schwann,28,2021-01-02
mexico,4018,2021-01-02
mexico,4018,2021-01-02
aquarius,18,2021-01-02
mexico,4018,2021-01-02
mexico,4018,2021-01-02
mexico,4018,2021-01-02
"""Fratta, Domenico Maria""",5,2021-01-02
